Rainfall - (MM), Year, Statistics, Country, ISO3
222.825, 2009, Oct Average, Antigua and Barbuda, ATG
181.568, 2009, Nov Average, Antigua and Barbuda, ATG
122.222, 2009, Dec Average, Antigua and Barbuda, ATG
140.722, 2010, Jan Average, Antigua and Barbuda, ATG
52.8085, 2010, Feb Average, Antigua and Barbuda, ATG
83.7869, 2010, Mar Average, Antigua and Barbuda, ATG
173.801, 2010, Apr Average, Antigua and Barbuda, ATG
237.801, 2010, May Average, Antigua and Barbuda, ATG
354.934, 2010, Jun Average, Antigua and Barbuda, ATG
437.697, 2010, Jul Average, Antigua and Barbuda, ATG
391.523, 2010, Aug Average, Antigua and Barbuda, ATG
238.165, 2010, Sep Average, Antigua and Barbuda, ATG
408.122, 2010, Oct Average, Antigua and Barbuda, ATG
411.298, 2010, Nov Average, Antigua and Barbuda, ATG
182.784, 2010, Dec Average, Antigua and Barbuda, ATG
97.7651, 2011, Jan Average, Antigua and Barbuda, ATG
116.054, 2011, Feb Average, Antigua and Barbuda, ATG
245.02, 2011, Mar Average, Antigua and Barbuda, ATG
203.656, 2011, Apr Average, Antigua and Barbuda, ATG
268.254, 2011, May Average, Antigua and Barbuda, ATG
220.935, 2011, Jun Average, Antigua and Barbuda, ATG
333.003, 2011, Jul Average, Antigua and Barbuda, ATG
434.563, 2011, Aug Average, Antigua and Barbuda, ATG
297.45, 2011, Sep Average, Antigua and Barbuda, ATG
204.274, 2011, Oct Average, Antigua and Barbuda, ATG
353.648, 2011, Nov Average, Antigua and Barbuda, ATG
275.253, 2011, Dec Average, Antigua and Barbuda, ATG
129.883, 2012, Jan Average, Antigua and Barbuda, ATG
114.148, 2012, Feb Average, Antigua and Barbuda, ATG
97.6815, 2012, Mar Average, Antigua and Barbuda, ATG
379.98, 2012, Apr Average, Antigua and Barbuda, ATG
581.098, 2012, May Average, Antigua and Barbuda, ATG
23.4604, 2012, Jun Average, Antigua and Barbuda, ATG
315.348, 2012, Jul Average, Antigua and Barbuda, ATG
212.834, 2012, Aug Average, Antigua and Barbuda, ATG
106.187, 2012, Sep Average, Antigua and Barbuda, ATG
277.447, 2012, Oct Average, Antigua and Barbuda, ATG
134.591, 2012, Nov Average, Antigua and Barbuda, ATG
253.856, 2012, Dec Average, Antigua and Barbuda, ATG
138.311, 2013, Jan Average, Antigua and Barbuda, ATG
84.206, 2013, Feb Average, Antigua and Barbuda, ATG
61.7522, 2013, Mar Average, Antigua and Barbuda, ATG
89.9737, 2013, Apr Average, Antigua and Barbuda, ATG
378.124, 2013, May Average, Antigua and Barbuda, ATG
156.915, 2013, Jun Average, Antigua and Barbuda, ATG
268.006, 2013, Jul Average, Antigua and Barbuda, ATG
209.606, 2013, Aug Average, Antigua and Barbuda, ATG
131.528, 2013, Sep Average, Antigua and Barbuda, ATG
259.114, 2013, Oct Average, Antigua and Barbuda, ATG
217.902, 2013, Nov Average, Antigua and Barbuda, ATG
326.997, 2013, Dec Average, Antigua and Barbuda, ATG
163.797, 2014, Jan Average, Antigua and Barbuda, ATG
157.402, 2014, Feb Average, Antigua and Barbuda, ATG
74.7176, 2014, Mar Average, Antigua and Barbuda, ATG
160.46, 2014, Apr Average, Antigua and Barbuda, ATG
315.388, 2014, May Average, Antigua and Barbuda, ATG
81.0429, 2014, Jun Average, Antigua and Barbuda, ATG
116.455, 2014, Jul Average, Antigua and Barbuda, ATG
225.164, 2014, Aug Average, Antigua and Barbuda, ATG
215.692, 2014, Sep Average, Antigua and Barbuda, ATG
483.45, 2014, Oct Average, Antigua and Barbuda, ATG
429.41, 2014, Nov Average, Antigua and Barbuda, ATG
163.952, 2014, Dec Average, Antigua and Barbuda, ATG
114.711, 2015, Jan Average, Antigua and Barbuda, ATG
82.5122, 2015, Feb Average, Antigua and Barbuda, ATG
78.6369, 2015, Mar Average, Antigua and Barbuda, ATG
122.944, 2015, Apr Average, Antigua and Barbuda, ATG
60.3164, 2015, May Average, Antigua and Barbuda, ATG
67.1729, 2015, Jun Average, Antigua and Barbuda, ATG
54.3823, 2015, Jul Average, Antigua and Barbuda, ATG
134.526, 2015, Aug Average, Antigua and Barbuda, ATG
92.9727, 2015, Sep Average, Antigua and Barbuda, ATG
195.17, 2015, Oct Average, Antigua and Barbuda, ATG
298.539, 2015, Nov Average, Antigua and Barbuda, ATG
156.344, 2015, Dec Average, Antigua and Barbuda, ATG
98.5743, 2016, Jan Average, Antigua and Barbuda, ATG
97.546, 2016, Feb Average, Antigua and Barbuda, ATG
191.972, 2016, Mar Average, Antigua and Barbuda, ATG
118.217, 2016, Apr Average, Antigua and Barbuda, ATG
159.734, 2016, May Average, Antigua and Barbuda, ATG
257.31, 2016, Jun Average, Antigua and Barbuda, ATG
300.212, 2016, Jul Average, Antigua and Barbuda, ATG
185.296, 2016, Aug Average, Antigua and Barbuda, ATG
383.499, 2016, Sep Average, Antigua and Barbuda, ATG
126.154, 2016, Oct Average, Antigua and Barbuda, ATG
373.944, 2016, Nov Average, Antigua and Barbuda, ATG
381.029, 2016, Dec Average, Antigua and Barbuda, ATG
39.5769, 1991, Jan Average, Bahrain, BHR
3.3618, 1991, Feb Average, Bahrain, BHR
23.3478, 1991, Mar Average, Bahrain, BHR
1.4993, 1991, Apr Average, Bahrain, BHR
0, 1991, May Average, Bahrain, BHR
0.00292, 1991, Jun Average, Bahrain, BHR
0, 1991, Jul Average, Bahrain, BHR
0, 1991, Aug Average, Bahrain, BHR
0.01169, 1991, Sep Average, Bahrain, BHR
0.02364, 1991, Oct Average, Bahrain, BHR
0.13643, 1991, Nov Average, Bahrain, BHR
22.2678, 1991, Dec Average, Bahrain, BHR
21.1152, 1992, Jan Average, Bahrain, BHR
12.7189, 1992, Feb Average, Bahrain, BHR
13.8645, 1992, Mar Average, Bahrain, BHR
2.1059, 1992, Apr Average, Bahrain, BHR
1.49989, 1992, May Average, Bahrain, BHR
0.00292, 1992, Jun Average, Bahrain, BHR
0, 1992, Jul Average, Bahrain, BHR
0, 1992, Aug Average, Bahrain, BHR
0.01169, 1992, Sep Average, Bahrain, BHR
0, 1992, Oct Average, Bahrain, BHR
0.83008, 1992, Nov Average, Bahrain, BHR
31.6378, 1992, Dec Average, Bahrain, BHR
29.2872, 1993, Jan Average, Bahrain, BHR
59.008, 1993, Feb Average, Bahrain, BHR
3.1899, 1993, Mar Average, Bahrain, BHR
13.7622, 1993, Apr Average, Bahrain, BHR
3.89931, 1993, May Average, Bahrain, BHR
0.00292, 1993, Jun Average, Bahrain, BHR
0, 1993, Jul Average, Bahrain, BHR
0, 1993, Aug Average, Bahrain, BHR
0.01169, 1993, Sep Average, Bahrain, BHR
0.01081, 1993, Oct Average, Bahrain, BHR
0.09719, 1993, Nov Average, Bahrain, BHR
0.31311, 1993, Dec Average, Bahrain, BHR
0.31671, 1994, Jan Average, Bahrain, BHR
0.38419, 1994, Feb Average, Bahrain, BHR
23.7291, 1994, Mar Average, Bahrain, BHR
4.22589, 1994, Apr Average, Bahrain, BHR
3.4537, 1994, May Average, Bahrain, BHR
0.00292, 1994, Jun Average, Bahrain, BHR
0, 1994, Jul Average, Bahrain, BHR
0, 1994, Aug Average, Bahrain, BHR
0.01169, 1994, Sep Average, Bahrain, BHR
0.20118, 1994, Oct Average, Bahrain, BHR
1.08479, 1994, Nov Average, Bahrain, BHR
0.86134, 1994, Dec Average, Bahrain, BHR
1.1231, 1995, Jan Average, Bahrain, BHR
27.8161, 1995, Feb Average, Bahrain, BHR
18.1531, 1995, Mar Average, Bahrain, BHR
14.8354, 1995, Apr Average, Bahrain, BHR
0.00672, 1995, May Average, Bahrain, BHR
0.00292, 1995, Jun Average, Bahrain, BHR
0, 1995, Jul Average, Bahrain, BHR
0, 1995, Aug Average, Bahrain, BHR
0.01169, 1995, Sep Average, Bahrain, BHR
0.01751, 1995, Oct Average, Bahrain, BHR
0.12543, 1995, Nov Average, Bahrain, BHR
53.0995, 1995, Dec Average, Bahrain, BHR
47.9802, 1996, Jan Average, Bahrain, BHR
21.5036, 1996, Feb Average, Bahrain, BHR
39.2088, 1996, Mar Average, Bahrain, BHR
2.42704, 1996, Apr Average, Bahrain, BHR
0.39023, 1996, May Average, Bahrain, BHR
0.00292, 1996, Jun Average, Bahrain, BHR
0, 1996, Jul Average, Bahrain, BHR
0, 1996, Aug Average, Bahrain, BHR
0.01169, 1996, Sep Average, Bahrain, BHR
0, 1996, Oct Average, Bahrain, BHR
0.12245, 1996, Nov Average, Bahrain, BHR
0.22799, 1996, Dec Average, Bahrain, BHR
25.4648, 1997, Jan Average, Bahrain, BHR
0.06865, 1997, Feb Average, Bahrain, BHR
59.1522, 1997, Mar Average, Bahrain, BHR
1.92482, 1997, Apr Average, Bahrain, BHR
0.74898, 1997, May Average, Bahrain, BHR
0.00292, 1997, Jun Average, Bahrain, BHR
0, 1997, Jul Average, Bahrain, BHR
0, 1997, Aug Average, Bahrain, BHR
0.01169, 1997, Sep Average, Bahrain, BHR
1.48456, 1997, Oct Average, Bahrain, BHR
8.62818, 1997, Nov Average, Bahrain, BHR
6.15534, 1997, Dec Average, Bahrain, BHR
71.9291, 1998, Jan Average, Bahrain, BHR
7.77767, 1998, Feb Average, Bahrain, BHR
11.2126, 1998, Mar Average, Bahrain, BHR
1.39998, 1998, Apr Average, Bahrain, BHR
0.02637, 1998, May Average, Bahrain, BHR
0.00292, 1998, Jun Average, Bahrain, BHR
0, 1998, Jul Average, Bahrain, BHR
0.01169, 1998, Aug Average, Bahrain, BHR
0.01169, 1998, Sep Average, Bahrain, BHR
0, 1998, Oct Average, Bahrain, BHR
0, 1998, Nov Average, Bahrain, BHR
0.02285, 1998, Dec Average, Bahrain, BHR
22.4942, 1999, Jan Average, Bahrain, BHR
49.9218, 1999, Feb Average, Bahrain, BHR
12.5738, 1999, Mar Average, Bahrain, BHR
0.16246, 1999, Apr Average, Bahrain, BHR
0.00204, 1999, May Average, Bahrain, BHR
0.00292, 1999, Jun Average, Bahrain, BHR
0, 1999, Jul Average, Bahrain, BHR
0, 1999, Aug Average, Bahrain, BHR
0.01169, 1999, Sep Average, Bahrain, BHR
0.00759, 1999, Oct Average, Bahrain, BHR
0.14142, 1999, Nov Average, Bahrain, BHR
0.89115, 1999, Dec Average, Bahrain, BHR
17.7026, 2000, Jan Average, Bahrain, BHR
0.08173, 2000, Feb Average, Bahrain, BHR
0.01169, 2000, Mar Average, Bahrain, BHR
0.00029, 2000, Apr Average, Bahrain, BHR
0.01354, 2000, May Average, Bahrain, BHR
0.00292, 2000, Jun Average, Bahrain, BHR
0, 2000, Jul Average, Bahrain, BHR
0, 2000, Aug Average, Bahrain, BHR
0.01169, 2000, Sep Average, Bahrain, BHR
1.66925, 2000, Oct Average, Bahrain, BHR
12.4101, 2000, Nov Average, Bahrain, BHR
37.4007, 2000, Dec Average, Bahrain, BHR
22.8655, 2001, Jan Average, Bahrain, BHR
1.09637, 2001, Feb Average, Bahrain, BHR
1.4068, 2001, Mar Average, Bahrain, BHR
0, 2001, Apr Average, Bahrain, BHR
0.18818, 2001, May Average, Bahrain, BHR
0.00292, 2001, Jun Average, Bahrain, BHR
0, 2001, Jul Average, Bahrain, BHR
0, 2001, Aug Average, Bahrain, BHR
0.01169, 2001, Sep Average, Bahrain, BHR
0.00116, 2001, Oct Average, Bahrain, BHR
0.28275, 2001, Nov Average, Bahrain, BHR
1.29207, 2001, Dec Average, Bahrain, BHR
33.9733, 2002, Jan Average, Bahrain, BHR
1.41347, 2002, Feb Average, Bahrain, BHR
3.8038, 2002, Mar Average, Bahrain, BHR
7.07072, 2002, Apr Average, Bahrain, BHR
0, 2002, May Average, Bahrain, BHR
0.00292, 2002, Jun Average, Bahrain, BHR
0, 2002, Jul Average, Bahrain, BHR
0, 2002, Aug Average, Bahrain, BHR
0.01169, 2002, Sep Average, Bahrain, BHR
0, 2002, Oct Average, Bahrain, BHR
14.8943, 2002, Nov Average, Bahrain, BHR
18.8909, 2002, Dec Average, Bahrain, BHR
10.9908, 2003, Jan Average, Bahrain, BHR
15.3701, 2003, Feb Average, Bahrain, BHR
11.6732, 2003, Mar Average, Bahrain, BHR
11.8398, 2003, Apr Average, Bahrain, BHR
0.00204, 2003, May Average, Bahrain, BHR
0.00292, 2003, Jun Average, Bahrain, BHR
0, 2003, Jul Average, Bahrain, BHR
0.01169, 2003, Aug Average, Bahrain, BHR
0.01169, 2003, Sep Average, Bahrain, BHR
0, 2003, Oct Average, Bahrain, BHR
1.99844, 2003, Nov Average, Bahrain, BHR
21.5758, 2003, Dec Average, Bahrain, BHR
26.6616, 2004, Jan Average, Bahrain, BHR
0.3898, 2004, Feb Average, Bahrain, BHR
2.61988, 2004, Mar Average, Bahrain, BHR
8.12092, 2004, Apr Average, Bahrain, BHR
0.1007, 2004, May Average, Bahrain, BHR
0.00292, 2004, Jun Average, Bahrain, BHR
0, 2004, Jul Average, Bahrain, BHR
0, 2004, Aug Average, Bahrain, BHR
0.01169, 2004, Sep Average, Bahrain, BHR
0.01867, 2004, Oct Average, Bahrain, BHR
5.06504, 2004, Nov Average, Bahrain, BHR
38.634, 2004, Dec Average, Bahrain, BHR
35.5907, 2005, Jan Average, Bahrain, BHR
19.0221, 2005, Feb Average, Bahrain, BHR
10.8425, 2005, Mar Average, Bahrain, BHR
4.91173, 2005, Apr Average, Bahrain, BHR
0, 2005, May Average, Bahrain, BHR
0.00292, 2005, Jun Average, Bahrain, BHR
0, 2005, Jul Average, Bahrain, BHR
0, 2005, Aug Average, Bahrain, BHR
0.01169, 2005, Sep Average, Bahrain, BHR
0, 2005, Oct Average, Bahrain, BHR
5.63754, 2005, Nov Average, Bahrain, BHR
0.72037, 2005, Dec Average, Bahrain, BHR
1.1419, 2006, Jan Average, Bahrain, BHR
17.5527, 2006, Feb Average, Bahrain, BHR
6.80383, 2006, Mar Average, Bahrain, BHR
17.4532, 2006, Apr Average, Bahrain, BHR
0, 2006, May Average, Bahrain, BHR
0.00292, 2006, Jun Average, Bahrain, BHR
0, 2006, Jul Average, Bahrain, BHR
0, 2006, Aug Average, Bahrain, BHR
0.01169, 2006, Sep Average, Bahrain, BHR
0.00759, 2006, Oct Average, Bahrain, BHR
16.4081, 2006, Nov Average, Bahrain, BHR
22.963, 2006, Dec Average, Bahrain, BHR
8.93183, 2007, Jan Average, Bahrain, BHR
24.8267, 2007, Feb Average, Bahrain, BHR
4.21059, 2007, Mar Average, Bahrain, BHR
6.97394, 2007, Apr Average, Bahrain, BHR
0.57544, 2007, May Average, Bahrain, BHR
0.00292, 2007, Jun Average, Bahrain, BHR
0, 2007, Jul Average, Bahrain, BHR
0, 2007, Aug Average, Bahrain, BHR
0.01169, 2007, Sep Average, Bahrain, BHR
0, 2007, Oct Average, Bahrain, BHR
0, 2007, Nov Average, Bahrain, BHR
0.44071, 2007, Dec Average, Bahrain, BHR
34.3703, 2008, Jan Average, Bahrain, BHR
0.04028, 2008, Feb Average, Bahrain, BHR
0, 2008, Mar Average, Bahrain, BHR
1.92754, 2008, Apr Average, Bahrain, BHR
0.29491, 2008, May Average, Bahrain, BHR
0.00292, 2008, Jun Average, Bahrain, BHR
0, 2008, Jul Average, Bahrain, BHR
0, 2008, Aug Average, Bahrain, BHR
0.01169, 2008, Sep Average, Bahrain, BHR
0.02657, 2008, Oct Average, Bahrain, BHR
0.47906, 2008, Nov Average, Bahrain, BHR
2.9033, 2008, Dec Average, Bahrain, BHR
4.37495, 2009, Jan Average, Bahrain, BHR
1.33396, 2009, Feb Average, Bahrain, BHR
8.46445, 2009, Mar Average, Bahrain, BHR
18.0517, 2009, Apr Average, Bahrain, BHR
0.00438, 2009, May Average, Bahrain, BHR
0.00292, 2009, Jun Average, Bahrain, BHR
0, 2009, Jul Average, Bahrain, BHR
0, 2009, Aug Average, Bahrain, BHR
0.01169, 2009, Sep Average, Bahrain, BHR
0.00643, 2009, Oct Average, Bahrain, BHR
1.06834, 2009, Nov Average, Bahrain, BHR
72.1038, 2009, Dec Average, Bahrain, BHR
1.04631, 2010, Jan Average, Bahrain, BHR
2.9572, 2010, Feb Average, Bahrain, BHR
3.4429, 2010, Mar Average, Bahrain, BHR
10.0842, 2010, Apr Average, Bahrain, BHR
2.87026, 2010, May Average, Bahrain, BHR
0.00292, 2010, Jun Average, Bahrain, BHR
0, 2010, Jul Average, Bahrain, BHR
0, 2010, Aug Average, Bahrain, BHR
0.01169, 2010, Sep Average, Bahrain, BHR
0, 2010, Oct Average, Bahrain, BHR
8.41883, 2010, Nov Average, Bahrain, BHR
0.00204, 2010, Dec Average, Bahrain, BHR
39.3402, 2011, Jan Average, Bahrain, BHR
4.97146, 2011, Feb Average, Bahrain, BHR
0.57552, 2011, Mar Average, Bahrain, BHR
6.71047, 2011, Apr Average, Bahrain, BHR
0.00438, 2011, May Average, Bahrain, BHR
0.00292, 2011, Jun Average, Bahrain, BHR
0, 2011, Jul Average, Bahrain, BHR
0.01169, 2011, Aug Average, Bahrain, BHR
0.01169, 2011, Sep Average, Bahrain, BHR
0, 2011, Oct Average, Bahrain, BHR
7.3571, 2011, Nov Average, Bahrain, BHR
0, 2011, Dec Average, Bahrain, BHR
1.11323, 2012, Jan Average, Bahrain, BHR
1.9035, 2012, Feb Average, Bahrain, BHR
4.70533, 2012, Mar Average, Bahrain, BHR
3.30199, 2012, Apr Average, Bahrain, BHR
0.00204, 2012, May Average, Bahrain, BHR
0.02046, 2012, Jun Average, Bahrain, BHR
0, 2012, Jul Average, Bahrain, BHR
0.01169, 2012, Aug Average, Bahrain, BHR
0.01169, 2012, Sep Average, Bahrain, BHR
0.04319, 2012, Oct Average, Bahrain, BHR
9.46105, 2012, Nov Average, Bahrain, BHR
30.4664, 2012, Dec Average, Bahrain, BHR
4.72785, 2013, Jan Average, Bahrain, BHR
1.82046, 2013, Feb Average, Bahrain, BHR
8.7127, 2013, Mar Average, Bahrain, BHR
6.82362, 2013, Apr Average, Bahrain, BHR
0.92595, 2013, May Average, Bahrain, BHR
0.02046, 2013, Jun Average, Bahrain, BHR
0, 2013, Jul Average, Bahrain, BHR
0.01169, 2013, Aug Average, Bahrain, BHR
0.01169, 2013, Sep Average, Bahrain, BHR
0, 2013, Oct Average, Bahrain, BHR
11.5177, 2013, Nov Average, Bahrain, BHR
4.89888, 2013, Dec Average, Bahrain, BHR
48.7589, 2014, Jan Average, Bahrain, BHR
2.96554, 2014, Feb Average, Bahrain, BHR
6.04735, 2014, Mar Average, Bahrain, BHR
6.7917, 2014, Apr Average, Bahrain, BHR
0, 2014, May Average, Bahrain, BHR
0.02046, 2014, Jun Average, Bahrain, BHR
0, 2014, Jul Average, Bahrain, BHR
0.01169, 2014, Aug Average, Bahrain, BHR
0.01169, 2014, Sep Average, Bahrain, BHR
0.00087, 2014, Oct Average, Bahrain, BHR
29.0896, 2014, Nov Average, Bahrain, BHR
0.01256, 2014, Dec Average, Bahrain, BHR
6.02822, 2015, Jan Average, Bahrain, BHR
0.33905, 2015, Feb Average, Bahrain, BHR
9.52671, 2015, Mar Average, Bahrain, BHR
0, 2015, Apr Average, Bahrain, BHR
0.02917, 2015, May Average, Bahrain, BHR
0.02046, 2015, Jun Average, Bahrain, BHR
0, 2015, Jul Average, Bahrain, BHR
0.01169, 2015, Aug Average, Bahrain, BHR
0.01169, 2015, Sep Average, Bahrain, BHR
0, 2015, Oct Average, Bahrain, BHR
3.46523, 2015, Nov Average, Bahrain, BHR
31.4667, 2015, Dec Average, Bahrain, BHR
1.49188, 2016, Jan Average, Bahrain, BHR
2.79934, 2016, Feb Average, Bahrain, BHR
9.19501, 2016, Mar Average, Bahrain, BHR
2.78741, 2016, Apr Average, Bahrain, BHR
0.01429, 2016, May Average, Bahrain, BHR
0.02046, 2016, Jun Average, Bahrain, BHR
0, 2016, Jul Average, Bahrain, BHR
0.01169, 2016, Aug Average, Bahrain, BHR
0.01169, 2016, Sep Average, Bahrain, BHR
0, 2016, Oct Average, Bahrain, BHR
2.08697, 2016, Nov Average, Bahrain, BHR
0.03562, 2016, Dec Average, Bahrain, BHR
14.9782, 1991, Jan Average, Bulgaria, BGR
45.0263, 1991, Feb Average, Bulgaria, BGR
23.389, 1991, Mar Average, Bulgaria, BGR
69.3365, 1991, Apr Average, Bulgaria, BGR
114.706, 1991, May Average, Bulgaria, BGR
54.6968, 1991, Jun Average, Bulgaria, BGR
88.3761, 1991, Jul Average, Bulgaria, BGR
47.0483, 1991, Aug Average, Bulgaria, BGR
25.5223, 1991, Sep Average, Bulgaria, BGR
68.7499, 1991, Oct Average, Bulgaria, BGR
54.7778, 1991, Nov Average, Bulgaria, BGR
30.2163, 1991, Dec Average, Bulgaria, BGR
6.35631, 1992, Jan Average, Bulgaria, BGR
18.4107, 1992, Feb Average, Bulgaria, BGR
31.5886, 1992, Mar Average, Bulgaria, BGR
66.9763, 1992, Apr Average, Bulgaria, BGR
58.1439, 1992, May Average, Bulgaria, BGR
121.295, 1992, Jun Average, Bulgaria, BGR
39.3083, 1992, Jul Average, Bulgaria, BGR
13.7929, 1992, Aug Average, Bulgaria, BGR
10.6619, 1992, Sep Average, Bulgaria, BGR
37.4352, 1992, Oct Average, Bulgaria, BGR
57.4139, 1992, Nov Average, Bulgaria, BGR
24.9617, 1992, Dec Average, Bulgaria, BGR
18.6151, 1993, Jan Average, Bulgaria, BGR
24.9268, 1993, Feb Average, Bulgaria, BGR
46.2115, 1993, Mar Average, Bulgaria, BGR
30.4748, 1993, Apr Average, Bulgaria, BGR
94.6987, 1993, May Average, Bulgaria, BGR
56.9246, 1993, Jun Average, Bulgaria, BGR
20.1043, 1993, Jul Average, Bulgaria, BGR
31.071, 1993, Aug Average, Bulgaria, BGR
20.0144, 1993, Sep Average, Bulgaria, BGR
27.1513, 1993, Oct Average, Bulgaria, BGR
70.6487, 1993, Nov Average, Bulgaria, BGR
34.6142, 1993, Dec Average, Bulgaria, BGR
34.0904, 1994, Jan Average, Bulgaria, BGR
16.4656, 1994, Feb Average, Bulgaria, BGR
23.539, 1994, Mar Average, Bulgaria, BGR
60.3028, 1994, Apr Average, Bulgaria, BGR
47.8801, 1994, May Average, Bulgaria, BGR
65.7132, 1994, Jun Average, Bulgaria, BGR
84.2608, 1994, Jul Average, Bulgaria, BGR
26.3079, 1994, Aug Average, Bulgaria, BGR
8.14615, 1994, Sep Average, Bulgaria, BGR
76.3981, 1994, Oct Average, Bulgaria, BGR
33.3609, 1994, Nov Average, Bulgaria, BGR
66.7788, 1994, Dec Average, Bulgaria, BGR
89.871, 1995, Jan Average, Bulgaria, BGR
28.7512, 1995, Feb Average, Bulgaria, BGR
70.0712, 1995, Mar Average, Bulgaria, BGR
41.5164, 1995, Apr Average, Bulgaria, BGR
54.4481, 1995, May Average, Bulgaria, BGR
82.5566, 1995, Jun Average, Bulgaria, BGR
83.4066, 1995, Jul Average, Bulgaria, BGR
53.346, 1995, Aug Average, Bulgaria, BGR
64.2451, 1995, Sep Average, Bulgaria, BGR
20.4046, 1995, Oct Average, Bulgaria, BGR
87.5297, 1995, Nov Average, Bulgaria, BGR
73.2563, 1995, Dec Average, Bulgaria, BGR
34.1201, 1996, Jan Average, Bulgaria, BGR
72.9496, 1996, Feb Average, Bulgaria, BGR
41.9771, 1996, Mar Average, Bulgaria, BGR
56.9015, 1996, Apr Average, Bulgaria, BGR
57.0188, 1996, May Average, Bulgaria, BGR
32.865, 1996, Jun Average, Bulgaria, BGR
12.4521, 1996, Jul Average, Bulgaria, BGR
40.6652, 1996, Aug Average, Bulgaria, BGR
94.4815, 1996, Sep Average, Bulgaria, BGR
21.3677, 1996, Oct Average, Bulgaria, BGR
60.1776, 1996, Nov Average, Bulgaria, BGR
73.739, 1996, Dec Average, Bulgaria, BGR
21.4995, 1997, Jan Average, Bulgaria, BGR
25.9777, 1997, Feb Average, Bulgaria, BGR
56.9514, 1997, Mar Average, Bulgaria, BGR
73.8029, 1997, Apr Average, Bulgaria, BGR
63.075, 1997, May Average, Bulgaria, BGR
50.9374, 1997, Jun Average, Bulgaria, BGR
54.1967, 1997, Jul Average, Bulgaria, BGR
101.86, 1997, Aug Average, Bulgaria, BGR
